listing_id,id,date,reviewer_id,reviewer_name,comments,language,polarity
970744127515480787,1025752007490748898,2023-11-16,38551240,Karen,The place is very convenient even for families with small children. Ming is also very responsive to all inquiries and sends helpful details for a smooth check-in. Thank you very much!,en,0.8118
970744127515480787,1038802020696986284,2023-12-04,28731557,Joyce,"The place is really good, fits the description and pictures. Location is perfect, a few minutes walk to JR line and groceries/family mart. Room is quite small for   pax with luggages, but still acceptable.  Ming was very easy to communicate. The place is highly recommended. We will surely stay here again.",en,0.9529
970744127515480787,1048883915139771939,2023-12-17,480803648,Yip,"The room basically has everything we need. It's really clean and walkable to Otsuka station. A lot of restaurants nearby and family mart is just   or   minutes walking distance. Just that the room would be a bit small for   person luggages. Overall, had a great stay here!",en,0.8118
970845003009732161,982993705222374512,2023-09-18,267882347,Amalia,"The place was smaller than I expected but it's really compact, fully equipped and had everything I need. Little bit far from the nearest station but still walkable with beautiful view (near Kinshicho Park). The place was really near to the aesthetic local coffee shop that you can stop by for breakfast or brunch.<br/>It's also reachable by walking to the nearest mall, many shops (like Daiso and Donki) and sushi bar (around   mins by walk).<br/>Overall I had a great stay, thank you :)",en,0.9549
972786648641325641,1030116035420148252,2023-11-22,536061807,Cinta,"It was near station with a very beautiful neighborhood, you can see the sky tree right after you step out the place. It was near shopping malls and convenience store so that was really nice! The hosts were very helpful and very responsive too!  /  great place to stay in Oshiage, Tokyo",en,0.9591
972803890969128222,1019180749170265595,2023-11-06,25188008,Chong,"Very rare to find a home at Shinjuku area with a large balcony at high floor. Perfect view from home. The home just nice and cozy. Only thing is the balcony and some place need to be clean. Location are   -   walkable from Shinjuku station, but nearest metro station such as higashi-Shinjuku and Shinjuku-sanchome within  -  walk. Convenience store just around the building.",en,0.6249
972803890969128222,1044578925776027689,2023-12-12,272564252,Kristoffer,Awesome host and nice place to stay in. Close to train stations and a lot of food choices in the area. Risa & Kei were able to accommodate a late booking and had great communication throughout our trip. Would definitely stay again.,en,0.9287
972819177812109025,1001090414500363058,2023-10-13,476141232,Rodolfo,Great place at affordable price. Faith response is fast and helpful!,en,0.8748
972819177812109025,1009850692839131098,2023-10-25,21791287,Lai Fun,Location is about   min walk to the JR Okachimachi Station.  Accommodation  meets our needs.  Host is very helpful and accommodating.,en,0.4754
972819177812109025,1011234884246474400,2023-10-27,325708210,Weston,"Very nice room, comfy bed and   min walk to ueno station. Very good price for how spatious the room is.",en,0.742
972819177812109025,1018463550237072427,2023-11-06,196083952,Nikki Joy,"The place is great. Here are my review on the place,  ) The place is clean and have a great space. Atleast   to   person can fit the place, but for westerner or tall person,   person can fit.  ) the host is really responsive to any inquiries.  ) if you want a quiet place, thisis great for you. The place is   to   walk from Exit   Yushima, so if you have a lot of luggage, you need a lot of strength and patience. Also, the nearest convenience store is   to   walk which is the Family Mart<br/>I would recommend this place to anyone. Great place and nice stay",en,0.9903
972819177812109025,1039528498252024117,2023-12-05,67282421,Fan,"The room is quite big, compared to the average housing conditions in Tokyo.",en,0.0
972824239171949813,975680645067066869,2023-09-08,442150189,Mo,"I had a wonderful stay at Paul’s apartment. It is very spacious, cozy and had everything I needed.<br/>Paul was very friendly and responded quickly to any questions I had. <br/>It’s   minutes walk to the nearest train station called Ikebukuro,  which has a great shopping area and loads and loads of places to eat. Although I just had a short stay this time. I’ll definitely be back again. <br/>Thank you Paul!",en,0.9358
972824239171949813,1012679968285396236,2023-10-29,462680460,Marine,"It was a good stay, the size of the appartment was good and convenient. Not too far from the Ikebukuro station. <br/>Perfect to be close from the city in a quiet location.",en,0.7003
972836122721087537,997469987216574639,2023-10-08,129227254,Sven,Close to the subway. Enough space in the room and clean. Has a washing machine. Bathroom a bit on the small side with intransparent Glassdoor. Would stay again !,en,0.4574
972836122721087537,1009123334935514980,2023-10-24,64130863,Mandy,"The location is closed to metro. There’s an university nearby, which is Haruki Murakami’s school. It’s worth visiting the The Haruki Murakami Library inside. <br/>The room is spacious comparing to hotel. There’s a mini kitchen and even balcony. You can take a bath in bathroom. <br/>The host is very helpful and responsive. I recommend here for stay.",en,0.8503
972836122721087537,1024257323175425216,2023-11-13,111826111,Steve,"The place was extremely convenient with nearly direct access to the subway. However it was a little tight with kids and the mattresses were not the most comfortable, but all in all good for a place to crash in between destinations and daily activities. Highly recommend if you plan to get out and see the town, but not the best place if you plan to stay inside.",en,-0.3657
972836122721087537,1038824709489510035,2023-12-04,496885507,Sasirin,Haru san is a nice host. She’s so responsive. Her place is convenient and walkable. It’s so near metro like less than   mins to reach. Strongly recommend !!,en,0.92
972836122721087537,1040937371018118998,2023-12-07,29063771,Zyanya,Easy to check on. Very communicative host. Location is close to a train station very accessible,en,0.4404
972836122721087537,1050390748529948094,2023-12-20,302063139,Steven,"Good value for the price, and the proximity to Waseda Subway Station is a definite advantage.",en,0.8126
972836122721087537,1053281033142456137,2023-12-24,18067802,Main Maggie,Location is great as everyone has reviewed. Haru-san was very helpful.,en,0.8016
972872132004018503,990938119291931036,2023-09-29,291548375,Daniel,"Nice   room apartment near the JR station, well situated.<br/>it was clean and tidy",en,0.765
965803227717685421,1011991455501085389,2023-10-28,354041940,Bonnie,Very easy to find and a great place to explore Tokyo ! All questions were answered really quickly and very helpful with any queries. Thank you !,en,0.9256
965803227717685421,1043862011021643135,2023-12-11,452306651,Michael,"The place was warm and cozy<br/>I was happy with extra futon and high quality coffee and green tea bags<br/>Also, a humidifier was sth outstanding. It was very useful to us",en,0.9152
965826016318638702,981555384596750931,2023-09-16,488319258,Vaibhav,"Good, small and cute close to Japan culture property. Close to MRT so definitely +  and there is an expert stamp maker just next house do try once. All in all satisfactory.",en,0.8977
970845003009732161,1008403289061022389,2023-10-23,20680630,JC Mae,"We had a wonderful stay at Keiko's place. The peaceful ambiance, combined with the short  -minute walk to Kinshicho station, made it a perfect choice. The local restaurants, shopping, and grocery stores nearby added to the convenience. The privacy and safety of the place were exceptional, making it an excellent Airbnb experience.",en,0.9524
970845003009732161,1020621084283706908,2023-11-08,518862033,Ruwini,Keiko was very responsive and kind<br/> The room was spacious and easy to find. The only thing for us was the linen we felt it could have been cleaner or fresher. But we stayed for one night as we checked in very late so it was ok. She also gave us an extra hour to checkout. Arigato,en,0.8341
970845003009732161,1022890249883570063,2023-11-12,151063824,Chong Tian,"House has a good location, peaceful neighborhood that is near to park and train station (Kinshicho). Host was very responsive as well which was good. However, the room had a noticeable stench of cigarettes when I entered, and the smell could not dissipate over the few days I stayed at, soaked into the towels, bed and pillow. The bathroom was als noticeably less clean than I expected, with water still in the bathtub by the time I arrived, and no toilet paper. All walls have some kind of weird tea/coffee stain or rust, along with some red stains, which I definitely hope is not blood. Overall, while I appreciate the host's effort to communicate on chat, the room is unsatisfactory to me, even as someone who has stayed at many Airbnbs especially even cheaper ones.",en,0.9466
970956864111890665,1019949782831298764,2023-11-08,543561106,Khojimurod,Needs to upload a new photo of the room to website! Expected a larger room but it came up realy small room,en,0.0
965826016318638702,982927660437809101,2023-09-18,109324060,記良,"The place is old but nice. However, it’s just next to a rail track. Every   mins a train pass there. You should write it down clearly .",en,0.8047
965826016318638702,1006927699360946973,2023-10-21,8666000,Claude,"The room is quite simple, but Kichijoji is great. Great location, it's easy to walk from the station. I didn't mind the trains passing very close, and enjoyed the possibilty to sit at the open door of the living room. Don't expect to be able to cook there however.",en,0.9719
966177816995572151,1010509999488212431,2023-10-26,333620528,Marcel,Awesome stay I hope to stay here again in the future!,en,0.807
972882702509425297,1045296457198332108,2023-12-13,542201301,Daniel Alberto,"One of the best places I've stayed in Japan, highly recommended, close to a market, JR station and restaurants. The house is amazing and has everything you need and more. Host is friendly, responsive and helpful I will book again for sure",en,0.9646
966177816995572151,1015575766866746787,2023-11-02,66772924,Jenny,"Great stay. Close to everything. The only thing is that the space is on a big street and every night you would hear loud noises and sirens day and night! And u have to walk about  /  steps to get to the elevator so if u have a stroller like I did, it was a hassle and inconvenient. Other than that I loved the stay. It was squeaky clean  and felt safe.",en,0.9324
966177816995572151,1018530714310639403,2023-11-06,3277740,Caslin,"The location was generally good, right above the train station with   lines, convenient and near enough to walk to shinjuku, convenient stores too. However, do take note that the apartment is very close to the nearby fire station which meant alarms from fire trucks and ambulance every day and night. We couldn’t sleep through the night because we always got woken up by the loud alarm (bad sound proofing), at least  -  times each night. The only solution was to get ear plugs from the store. <br/>There were more amenities provided than stated, with washing machine but no where to dry your clothes. There were no drying racks nor a dryer for you to use. The place is generally dusty.<br/>Big enough where we can open   medium suitcases flat on the floor.",en,-0.7684
966188830851922071,994550010893993171,2023-10-04,63312948,Alex,"Great host, very responsive.",en,0.7841
966188830851922071,1001115751414886740,2023-10-13,153657937,Juliane,"Communication was easy and fast. The location is very convenient to explore most of Tokyo. We felt the location was safe, relatively quiet and easy to find. We had a great stay in a very clean apartment including daily amenities like towels and hairdryer! Thank you so much!",en,0.9656
966188830851922071,1003251566453123923,2023-10-16,16546600,Stephen,very good,en,0.4927
972984864297173128,1029333573874990948,2023-11-21,544039343,Jamie,Very clean and private room with space to store some luggage and comfortably enjoy Tokyo at a good price,en,0.8977
971196728915471946,1045295520473351297,2023-12-13,339220405,Olya,A great stay for the night,en,0.6249
966297711861030985,1044566425290597938,2023-12-12,266933590,Cherrine,"It’s a nice place, enough spaces for me and my friend put all of our luggage, comfortable environment and Convenient transportation, and let us reach other destinations soon.<br/>Even I had some problems with get in to here, Kusakabe was friendly and really willing and quickly to answer all my questions.",en,0.872
966298001587010678,1028580948140723452,2023-11-19,524543580,Lauren,Good place,en,0.4404
972984864297173128,1030766115709821224,2023-11-22,546875075,John,"As described, very prompt in responding. Had an issue where someone mistakenly took my room number but Masahiro had taken care of it.",en,0.5927
971217286479958844,1007641417486638212,2023-10-22,51043539,David,"the apartment was in such amazing location, lots of quaint local businesses. we grabbed drinks and food at a bar nearby on the same street.  would highly recommend this apartment",en,0.7645
971217286479958844,1011995179785083290,2023-10-28,481454713,Lylah,loved this accom.  everything you need in the apartment. so fresh and clean. also close to train station and shops.  / ,en,0.8706
966343810145713383,988750047645771729,2023-09-26,538345717,Nick,This apartment is great and in a wonderful location. The apartment was spotless and Mitsuo was very responsive to any questions I had. The apartment is a   minute walk to the Senso-ji temple and the Asakusa train station. Great value for the money.,en,0.9524
972984864297173128,1048161623860913153,2023-12-16,505488797,Thomas,This was an awesome place to stay. Great value for money. All guests were quiet and respectful.,en,0.9274
966343810145713383,1019193364168920803,2023-11-07,69183258,Célia,"Beautiful flat in Tokyo, near Ginza and Asakusa Line, and come other bus lines. The flat is really cute and functional. The bathroom is nice and all the stuff here helps to have a nice trip in Tokyo. There can be some noise during the night.<br/>Mitsuo is a very nice host, very helpful for a lot of things.",en,0.9652
966343810145713383,1033767764227288169,2023-11-27,44298580,Rachel,"Very clean and cozy  place to stay, transitional Japanese style bed. Need a little bit walking to Asakusa station but quiet place",en,0.2492
966343810145713383,1051090422404367864,2023-12-21,29537791,Jung Eun,Our first time in Tokyo with our   old daughter.. Mitsuo’s accommodation was just what we needed. Thank you so much!!,en,0.4738
972992532026236529,980075721205943280,2023-09-14,386698514,斌,very nice,en,0.4754
972992532026236529,986597282916403484,2023-09-23,429994561,Chad,"Way better than normal capsule hotels, if that's what you're looking for. You get your own ""room"", more like a private space, but it is private. It's pretty nice and comfortable. It's a pretty big walk from any metro stations however, so be prepared to walk  -  minutes depending on where you're trying to go.",en,0.9731
972992532026236529,995319832522131352,2023-10-05,192868901,Carl James,Great value and privacy. Would stay here again.,en,0.7579
972992532026236529,1009095998941583834,2023-10-24,81479467,Casey,This is my third time staying here. It is actually nicer than it was the first two times. It's the perfect size and I always feel very comfortable.,en,0.8805
972992532026236529,1011267851417875869,2023-10-27,518856336,Jimmy,You get what you paid for. It’s good for a short stay. The problem is that there’s no place to store your luggage.,en,-0.25
972992532026236529,1016257212192849802,2023-11-03,122938078,Nicholas,A clean and quiet place to stay for a good price,en,0.6808
972992532026236529,1017090415252034684,2023-11-04,352963248,Darnell,"Great place to stay, only needed to stay one night but it was well worth it",en,0.7615
972992532026236529,1022073506478511624,2023-11-10,60860623,Ferdinand,Thank you for letting me stay. My one night in your place gave me the energy to tour Tokyo.,en,0.5574
972992532026236529,1022817394174996077,2023-11-12,368762144,Christian,The accommodation was very clean. My stay was very comfortable and convenient. Highly recommend.,en,0.8548
971217286479958844,1051831200513624058,2023-12-22,364155049,Munhuu,very nice place,en,0.4754
975104090333125801,1032935476407226406,2023-11-25,164744204,은지,Clean and cozy room,en,0.4019
975106546353683724,1047478742737530816,2023-12-16,196511873,Anna Leigh,"Great apartment in a good location! Very walkable to train station, restaurants and shops. Perfect for a quick stay.",en,0.8999
975114486411041451,982973523203141541,2023-09-18,536289102,晨曦,"Friendly landlord, he responds to messages very promptly.",en,0.4939
966374626571650275,981575763875563072,2023-09-16,105022143,K,"Unit was spotless, very accessible to subway stations, just a few minutes walk. a lot of convenience stores and restaurants around. Thank you for a pleasant stay :)",en,0.8316
966374626571650275,998184468011246458,2023-10-09,215068556,Sasha,it was a nice place to stay. a bit smaller then expected. the bathroom is tiny. but Location is very good. so it was a pretty good deal.,en,0.9449
966374626571650275,1010531777092420691,2023-10-26,268660344,Geon Woo,Was a lovely place to stay! Very calm neighbourhood but still had quite a few tourist attractions and restaurants. Only issue was the shower draining a bit slow but other than that would visit again.,en,0.8217
966374626571650275,1011232132755522253,2023-10-27,199999771,Dominik,Well situated in Taito City. communication was good but sadly the accommodation was not like in the pictures. The room setting differed pretty much. all in all good for a stay but we expected it to be a little different.,en,0.6468
966374626571650275,1011282439171918902,2023-10-27,39523745,Gabriel,"I can warmly recommend the accommodation for people who are looking for peace and who like a not too busy environment.<br/>Good access to the city and nearby is a large station, zoo and skytree tower",en,0.8807
966374626571650275,1017072195171491487,2023-11-04,51737349,Yitien,"Convenient location and nice neighborhood. Smooth communication.<br/>The room layout and interior aesthetics didn’t look exactly like the photos. So just a heads-up for those who cares about this part. Functionally, things worked well during my stay.",en,0.8555
966374626571650275,1032247434491113619,2023-11-25,140230667,Prescott,Good spot to stay if you want to spend time in Asakusa. Small but fairly price. Interior is bare bones but comfortable.,en,0.7615
966416736126005357,987324683714671180,2023-09-24,262160947,Aris,"We had an amazing time staying here! The host was quick to respond, and the place was spotlessly clean. We're already looking forward to our next visit! Highly recommended.",en,0.8472
975114486411041451,1006145275461797331,2023-10-20,176889238,Sebastien,It was a pleasure to stay there and I felt like home I’ll come back,en,0.7351
975114486411041451,1007601259857814677,2023-10-22,64031975,Fumiya,It’s a good location and convenient place. Would love to stay here again!,en,0.8122
975114486411041451,1012659726493321780,2023-10-29,159933237,Adia Pauline,"Yu and his friends were very friendly and welcoming! The facilities and toiletries were complete, great location, and an all around good stay.",en,0.952
975114486411041451,1035875481056527039,2023-11-30,102524034,Miguielle,"Great guest house at the Center of Tokyo. Yu and Ken are friendly and welcoming, and they have wonderful recommendations for cool spots and restaurants in the city!",en,0.9476
975114486411041451,1037344567075098119,2023-12-02,3687578,Francisco,Thank you,en,0.3612
975124273746949364,987383943841793381,2023-09-24,10760100,Tyler,Such a quiet and great spot that I extended my stay. Great communication and flexibility with the host. Would stay again 👍,en,0.891
975124273746949364,987997994891192800,2023-09-25,10760100,Tyler,"This large, two-story Japanese style house in a very quiet neighborhood was perfect for my stay. Located outside Tokyo but close to the Keisei train line, this place was great and the host was very communicative! Full house with kitchen, bath, and bedrooms upstairs with sliding doors to create private space. Right between a shrine and temple, this is a quiet neighborhood with restaurants, a grocery store, and convenience stores within walking distance.",en,0.8988
975124273746949364,1019247572164592319,2023-11-07,99197389,Sarah,"Nice little place. It's further out than we thought (about an hour to travel into central Tokyo). This made for some long days, and it isn't ""downtown Tokyo"" by our estimation, but we could have done more research! Nice to walk around a suburban neighborhood. About   min walk to train. There are only two bedrooms and not three... the ""third"" is the lounge / dining room area. We didn't realize this, so it wasn't ideal for our needs in that way. However, looking at the photos, it does show the lounge has fold out mattresses to make it a place to sleep. No  chairs with legs in the house and nowhere to sit in the kitchen. It's really a Japanese house experience.  House was clean and fold out beds comfy. The bathroom is neat with a very deep bath. Toilet upstairs and downstairs, which was handy. Has washing machine (no dryer) but has got fold out airers and AC / heat pumps.  A good price stay for us and varied experience to stay in a suburb rather than busy city.",en,0.8868
972992532026236529,1028616404836540907,2023-11-20,13563231,Damien,Excellent value for money. Good for those who want a little intimacy..,en,0.8519
973080227465406422,988717680412960601,2023-09-26,27032391,Abigail Lois,"The host was great and accommodating, they replied fast and helped when we had a problem with the bed in our Airbnb.<br/>The Airbnb is located in the suburbs of Ikebukuro, around a  -minute walk to Ikebukuro station if you walked at a realistic pace. It can be far but since we were familiar with the area, it was not much of a problem.<br/>The room's size was good. Although if you're bringing several large luggage, it will be a struggle to lay them on the floor. However, it can still fit two people well and we didn't feel like we were being squished in the room.<br/>The bathroom and toilet were in separate spaces. It wasn't too cramped, and we could move around without bumping into things.<br/>We didn't use the kitchen much. However, the fridge was large. There is a lack of utensils, but since we didn't really need them, we didn't mind. I'm sure the host would have brought some in if we asked.<br/>Overall, a good stay if you want a place a bit further inside the Ikebukuro neighborhood.",en,0.6948
973080227465406422,1004739194246933503,2023-10-18,486710477,Lalaine,"A quiet, safe, and lots of restaurants in the area. The unit is clean and provided with towels and essential toiletries. There's a fruit stand, a  -  close by and the closest train station is app.   meters away - quite a good exercise in the morning:)<br/>There's a microwave but no chair inside the unit and the double bed is not comfortable.",en,-0.352
973080227465406422,1015598455536353213,2023-11-02,41472657,Adrien,"I really enjoyed my stay here. First with a nice reactivity to allow me to check in early to the room and then thanks to the very nice location of the Airbnb,   min from ikebukuro station, in a nice and quiet neighbourhood. Definitely what I was expecting.",en,0.9552
973080227465406422,1021343409722739159,2023-11-09,460613593,Marko,"very cozy apartment that has everything you need, automatic check in, would come again",en,0.0
973080227465406422,1028644843064452661,2023-11-20,259201594,Truls,We had a really nice stay in the apartment. The space is functional and the location in Ikebukuru is super fun and convenient.,en,0.8832
973080227465406422,1033744799704140068,2023-11-27,189164235,Илья,"This is the worst experience I've had in Japan in years. The room itself is fine, but smaller than on the photos. The bed is broken, you can fix it, put the frame back in place, but it takes time. There's no table, no cups, no forks, nothing. There are some plates, but why? You have nothing to eat with. The room is on the first floor, right to the exit of the building. It's very loud. The place is extremely loud in general. One night I woke up at   am because there was a party the next floor, people were dancing and screaming. To finish it all there are cockroaches.",en,-0.9267
973080227465406422,1038057640168946309,2023-12-03,51752265,Travis,"Ikebukuro is a fit for those who wanna be near the hustle and bustle of Tokyo but isn't quite the spectacle of being in Shibuya. The neighborhood is quite and is a nice  -  min walk to the station (if you have lots of luggage, a taxi to the station may be the better option).<br/>I enjoyed the space, it's probably fine for a couple who is mostly sleeping in the space, but a bit cramped for relaxing as there's no focal point other than the bed to sit (e.g no table). Mattress was a little on the thinner side but gets it done. If I have to be critical, utensils aren't really available here and should be.<br/>Host was responsive and it's a good and clean spot for the value.",en,0.9795
975153448833289604,1011922288734466816,2023-10-28,509064834,Chang Ching,Overall convenient/affordable/good communication from host but please do expect lots of noise from local trains. It is extremely closed to train tracks which are not described in details. If you have trouble sleeping or are sensitive to noise then not recommended at all. Otherwise great.,en,0.6324
975334536878640034,988773758969660469,2023-09-26,486875789,Ozan,Nice host. Good location. Clean enough.,en,0.8126
975334536878640034,1015575847466553167,2023-11-02,104034434,Bat,Highly recommended..,en,0.0
975334536878640034,1053302865280823292,2023-12-24,546783424,Gary,"Highly recommend for those looking for privacy in a friendly neighborhood but also to be very near places to eat and do light shopping. It's about a   minute walk from the train station which made traveling a lot easier. Instructions and guides were very clear, check in and out were very simple.",en,0.8894
966416736126005357,1049601117114793650,2023-12-18,103479620,Janine Hyle,not too close to the train station but very walkable. the area location is peaceful. the place is clean. satisfied!,en,0.916
966497051561983022,1052609170026997252,2023-12-23,89821395,Skye,Good place to explore Tokyo from. Easy walk to station. Pretty good value for money for a group or family that are happy to be in two rooms.,en,0.9517
973085249071113200,1022796515109289048,2023-11-11,218590144,Truc,The host is friendly and responsive. The room is clean and convenience. It is easy to walk to ikebukuro station.,en,0.8834
973085249071113200,1030784676147193272,2023-11-23,174961945,Meilynn,thanks for the stay!!,en,0.5399
966545513764217459,983032510262388158,2023-09-18,272613183,David,great place and location,en,0.6249
975597440749691282,998168192606919045,2023-10-09,537126346,Carlos,Confortable,en,0.0
975597440749691282,1030826923267469864,2023-11-23,210950648,Long Hoang,Good place,en,0.4404
966545513764217459,996078749610935773,2023-10-06,21987349,Arnold Jarn Ford,"This is a really nice place. Clean, comfortable and easy to communicate with host. If you’re renting the entire place, you need to know that it has   storey so you can prepare which room to use especially if you have elderly with you. :) a bit distance from train station but, overall, it was worth it!",en,0.868
966545513764217459,1007581043340296320,2023-10-22,135937111,Rhona Marie,great stay!,en,0.6588
966545513764217459,1011934352701025070,2023-10-28,505343549,Zuharman,so clean and the facilities is so good,en,0.774
966545513764217459,1022862771511919469,2023-11-12,26884498,Geok Leng,The house was as described. It was clean and spacious and within a   walk from the subway- Hibiya Line. We had an enjoyable stayed in the house. Highly recommended.,en,0.7713
966545513764217459,1032255076949856159,2023-11-25,156255224,Jessica,The house is exactly as described & very clean. Convenient location to   and a grocery store. Less than   min walk to the closest station. Just be prepared for the stairs. We had a great stay overall. Thanks so much!,en,0.9039
966545513764217459,1038098341250744867,2023-12-03,488691880,Tjiong,Comfortable!,en,0.5562
966545513764217459,1045988809020898030,2023-12-13,24752985,Wan Yee,"The property exceeded expectations, and the host was incredibly accommodating. Clean and comfortable.I highly recommend this place for a great stay.",en,0.8712
967017710418675041,996013238331951764,2023-10-06,54131193,Guillermo,"I was not expecting to be in Korea Town but it was not a bad thing. It was a very crowded place at night, but Mari’s place is located in a side road with very or no noise. There are many co NBC eminent shops around and two different stations within walking distance. I would totally recommend this place!",en,0.6746
975620752022313454,1007595917881355287,2023-10-22,540774546,Hamster,it is nice to have a clean and convenient place to live for some days,en,0.6705
975620752022313454,1035151848939132311,2023-11-29,218610333,Fajar,"Had the best staying experience, it’s a small place but homey, with more than enough of clean facilities. Great proximity to public transport. Yu & Ken are such fun hosts, and as a solo traveler, I got to meet other fun travelers staying there as well. Will definitely stay back here anytime I get back to Tokyo 🤩🙌🏼",en,0.9816
975620752022313454,1038104628513581212,2023-12-03,512365841,Myriam,"Love the place, super accessible to the station,  great neighborhood, clean, and the hostesses are amazing, I  % recommend",en,0.969
967017710418675041,1004005677109262441,2023-10-17,33400069,Sukriti,Fairly decent place to stay <br/>Convenient because of the eateries around and walking distance from the metro station <br/>Kitchen was well equipped <br/>The rooms were fine<br/>The washing machine is in the balcony but the drying rack was insufficient for longer stay load <br/>The room was Tokyo size but there was a   inch tv on a stand which was too big for the room and took up space. It wasn’t shown in the photos. A broom to keep the place clean for longer stays would have been helpful but Overall a decent experience and convenient place.,en,0.8316
